id,head,relation,tail,head_entity_id,tail_entity_id,head_source_id,tail_source_id,derived
1537,工况 缝口暂堵,开始时间,工况时间 2024-01-19 16:17:10,E1537,E1538,worktype:红页L1HF:30:加砂中:缝口暂堵,worktype_time:红页L1HF:30:加砂中:缝口暂堵,no
1538,工况 缝口暂堵,施工特征,砂比平均值: 7.7771,E1537,E1539,worktype:红页L1HF:30:加砂中:缝口暂堵,worktype_stats:红页L1HF:30:加砂中:缝口暂堵:砂比:mean,no
1539,工况 缝口暂堵,施工特征,砂比方差: 6.7566,E1537,E1540,worktype:红页L1HF:30:加砂中:缝口暂堵,worktype_stats:红页L1HF:30:加砂中:缝口暂堵:砂比:var,no
1540,工况 缝口暂堵,施工特征,排量平均值: 18.7239,E1537,E1541,worktype:红页L1HF:30:加砂中:缝口暂堵,worktype_stats:红页L1HF:30:加砂中:缝口暂堵:排量:mean,no
1541,工况 缝口暂堵,施工特征,排量方差: 71.8951,E1537,E1542,worktype:红页L1HF:30:加砂中:缝口暂堵,worktype_stats:红页L1HF:30:加砂中:缝口暂堵:排量:var,no
1542,工况 缝口暂堵,施工特征,施工泵压平均值: 67.6457,E1537,E1543,worktype:红页L1HF:30:加砂中:缝口暂堵,worktype_stats:红页L1HF:30:加砂中:缝口暂堵:施工泵压:mean,no
1543,工况 缝口暂堵,施工特征,施工泵压方差: 44.3504,E1537,E1544,worktype:红页L1HF:30:加砂中:缝口暂堵,worktype_stats:红页L1HF:30:加砂中:缝口暂堵:施工泵压:var,no
1544,工况 缝口暂堵,处置建议,当前建议: 无建议,E1537,E1545,worktype:红页L1HF:30:加砂中:缝口暂堵,suggestion:红页L1HF:30:加砂中:缝口暂堵,no
1545,施工情况 加砂中,发生工况,工况 主缝延伸,E1520,E1546,condition:红页L1HF:30:加砂中,worktype:红页L1HF:30:加砂中:主缝延伸,no
1546,工况 主缝延伸,开始时间,工况时间 2024-01-19 17:24:40,E1546,E1547,worktype:红页L1HF:30:加砂中:主缝延伸,worktype_time:红页L1HF:30:加砂中:主缝延伸,no
1547,工况 主缝延伸,施工特征,砂比平均值: 11.1136,E1546,E1548,worktype:红页L1HF:30:加砂中:主缝延伸,worktype_stats:红页L1HF:30:加砂中:主缝延伸:砂比:mean,no
1548,工况 主缝延伸,施工特征,砂比方差: 6.1679,E1546,E1549,worktype:红页L1HF:30:加砂中:主缝延伸,worktype_stats:红页L1HF:30:加砂中:主缝延伸:砂比:var,no
1549,工况 主缝延伸,施工特征,排量平均值: 23.4844,E1546,E1550,worktype:红页L1HF:30:加砂中:主缝延伸,worktype_stats:红页L1HF:30:加砂中:主缝延伸:排量:mean,no
1550,工况 主缝延伸,施工特征,排量方差: 0.4723,E1546,E1551,worktype:红页L1HF:30:加砂中:主缝延伸,worktype_stats:红页L1HF:30:加砂中:主缝延伸:排量:var,no
1551,工况 主缝延伸,施工特征,施工泵压平均值: 82.3147,E1546,E1552,worktype:红页L1HF:30:加砂中:主缝延伸,worktype_stats:红页L1HF:30:加砂中:主缝延伸:施工泵压:mean,no
1552,工况 主缝延伸,施工特征,施工泵压方差: 1.5489,E1546,E1553,worktype:红页L1HF:30:加砂中:主缝延伸,worktype_stats:红页L1HF:30:加砂中:主缝延伸:施工泵压:var,no
1553,工况 主缝延伸,处置建议,当前建议: 保持当前措施,E1546,E1554,worktype:红页L1HF:30:加砂中:主缝延伸,suggestion:红页L1HF:30:加砂中:主缝延伸,no
1554,段号 30,包含施工阶段,施工情况 加砂后,E1504,E1555,segment:红页L1HF:30,condition:红页L1HF:30:加砂后,no
1555,施工情况 加砂后,开始时间,施工时间 2024-01-19 17:47:20,E1555,E1556,condition:红页L1HF:30:加砂后,condition_time:红页L1HF:30:加砂后,no
1556,施工情况 加砂后,施工特征,砂比平均值: 无数据,E1555,E1557,condition:红页L1HF:30:加砂后,condition_stats:红页L1HF:30:加砂后:砂比:mean,no
1557,施工情况 加砂后,施工特征,砂比方差: 无数据,E1555,E1558,condition:红页L1HF:30:加砂后,condition_stats:红页L1HF:30:加砂后:砂比:var,no
1558,施工情况 加砂后,施工特征,排量平均值: 1.7698,E1555,E1559,condition:红页L1HF:30:加砂后,condition_stats:红页L1HF:30:加砂后:排量:mean,no
1559,施工情况 加砂后,施工特征,排量方差: 37.7526,E1555,E1560,condition:红页L1HF:30:加砂后,condition_stats:红页L1HF:30:加砂后:排量:var,no
1560,施工情况 加砂后,施工特征,施工泵压平均值: 44.9394,E1555,E1561,condition:红页L1HF:30:加砂后,condition_stats:红页L1HF:30:加砂后:施工泵压:mean,no
1561,施工情况 加砂后,施工特征,施工泵压方差: 123.4195,E1555,E1562,condition:红页L1HF:30:加砂后,condition_stats:红页L1HF:30:加砂后:施工泵压:var,no
1562,施工情况 加砂后,发生工况,工况 主缝延伸,E1555,E1563,condition:红页L1HF:30:加砂后,worktype:红页L1HF:30:加砂后:主缝延伸,no
1563,工况 主缝延伸,开始时间,工况时间 2024-01-19 17:47:20,E1563,E1564,worktype:红页L1HF:30:加砂后:主缝延伸,worktype_time:红页L1HF:30:加砂后:主缝延伸,no
1564,工况 主缝延伸,施工特征,砂比平均值: 无数据,E1563,E1565,worktype:红页L1HF:30:加砂后:主缝延伸,worktype_stats:红页L1HF:30:加砂后:主缝延伸:砂比:mean,no
1565,工况 主缝延伸,施工特征,砂比方差: 无数据,E1563,E1566,worktype:红页L1HF:30:加砂后:主缝延伸,worktype_stats:红页L1HF:30:加砂后:主缝延伸:砂比:var,no
1566,工况 主缝延伸,施工特征,排量平均值: 24.08,E1563,E1567,worktype:红页L1HF:30:加砂后:主缝延伸,worktype_stats:红页L1HF:30:加砂后:主缝延伸:排量:mean,no
1567,工况 主缝延伸,施工特征,排量方差: 0.0,E1563,E1568,worktype:红页L1HF:30:加砂后:主缝延伸,worktype_stats:红页L1HF:30:加砂后:主缝延伸:排量:var,no
1568,工况 主缝延伸,施工特征,施工泵压平均值: 85.045,E1563,E1569,worktype:红页L1HF:30:加砂后:主缝延伸,worktype_stats:红页L1HF:30:加砂后:主缝延伸:施工泵压:mean,no
1569,工况 主缝延伸,施工特征,施工泵压方差: 0.0745,E1563,E1570,worktype:红页L1HF:30:加砂后:主缝延伸,worktype_stats:红页L1HF:30:加砂后:主缝延伸:施工泵压:var,no
1570,工况 主缝延伸,处置建议,当前建议: 保持当前措施,E1563,E1571,worktype:红页L1HF:30:加砂后:主缝延伸,suggestion:红页L1HF:30:加砂后:主缝延伸,no
1571,井号 红页L1HF,包含段,段号 31,E0001,E1572,well:红页L1HF,segment:红页L1HF:31,no
1572,段号 31,开始时间,段号时间 2024-01-20 08:27:10,E1572,E1573,segment:红页L1HF:31,segment_time:红页L1HF:31,no
1573,段号 31,施工特征,砂比平均值: 10.4466,E1572,E1574,segment:红页L1HF:31,segment_stats:红页L1HF:31:砂比:mean,no
1574,段号 31,施工特征,砂比方差: 5.4045,E1572,E1575,segment:红页L1HF:31,segment_stats:红页L1HF:31:砂比:var,no
1575,段号 31,施工特征,排量平均值: 15.8998,E1572,E1576,segment:红页L1HF:31,segment_stats:红页L1HF:31:排量:mean,no
1576,段号 31,施工特征,排量方差: 114.9384,E1572,E1577,segment:红页L1HF:31,segment_stats:红页L1HF:31:排量:var,no
1577,段号 31,施工特征,施工泵压平均值: 55.8864,E1572,E1578,segment:红页L1HF:31,segment_stats:红页L1HF:31:施工泵压:mean,no
1578,段号 31,施工特征,施工泵压方差: 145.8662,E1572,E1579,segment:红页L1HF:31,segment_stats:红页L1HF:31:施工泵压:var,no
1579,段号 31,包含施工阶段,施工情况 加砂前,E1572,E1580,segment:红页L1HF:31,condition:红页L1HF:31:加砂前,no
1580,施工情况 加砂前,开始时间,施工时间 2024-01-20 08:27:10,E1580,E1581,condition:红页L1HF:31:加砂前,condition_time:红页L1HF:31:加砂前,no
1581,施工情况 加砂前,施工特征,砂比平均值: 无数据,E1580,E1582,condition:红页L1HF:31:加砂前,condition_stats:红页L1HF:31:加砂前:砂比:mean,no
1582,施工情况 加砂前,施工特征,砂比方差: 无数据,E1580,E1583,condition:红页L1HF:31:加砂前,condition_stats:红页L1HF:31:加砂前:砂比:var,no
1583,施工情况 加砂前,施工特征,排量平均值: 9.286,E1580,E1584,condition:红页L1HF:31:加砂前,condition_stats:红页L1HF:31:加砂前:排量:mean,no
1584,施工情况 加砂前,施工特征,排量方差: 85.8622,E1580,E1585,condition:红页L1HF:31:加砂前,condition_stats:红页L1HF:31:加砂前:排量:var,no
1585,施工情况 加砂前,施工特征,施工泵压平均值: 49.7459,E1580,E1586,condition:红页L1HF:31:加砂前,condition_stats:红页L1HF:31:加砂前:施工泵压:mean,no
1586,施工情况 加砂前,施工特征,施工泵压方差: 212.7881,E1580,E1587,condition:红页L1HF:31:加砂前,condition_stats:红页L1HF:31:加砂前:施工泵压:var,no
1587,段号 31,包含施工阶段,施工情况 加砂中,E1572,E1588,segment:红页L1HF:31,condition:红页L1HF:31:加砂中,no
1588,施工情况 加砂中,开始时间,施工时间 2024-01-20 09:00:10,E1588,E1589,condition:红页L1HF:31:加砂中,condition_time:红页L1HF:31:加砂中,no
1589,施工情况 加砂中,施工特征,砂比平均值: 10.4466,E1588,E1590,condition:红页L1HF:31:加砂中,condition_stats:红页L1HF:31:加砂中:砂比:mean,no
1590,施工情况 加砂中,施工特征,砂比方差: 5.4045,E1588,E1591,condition:红页L1HF:31:加砂中,condition_stats:红页L1HF:31:加砂中:砂比:var,no
1591,施工情况 加砂中,施工特征,排量平均值: 23.6526,E1588,E1592,condition:红页L1HF:31:加砂中,condition_stats:红页L1HF:31:加砂中:排量:mean,no
1592,施工情况 加砂中,施工特征,排量方差: 4.3419,E1588,E1593,condition:红页L1HF:31:加砂中,condition_stats:红页L1HF:31:加砂中:排量:var,no
1593,施工情况 加砂中,施工特征,施工泵压平均值: 63.5109,E1588,E1594,condition:红页L1HF:31:加砂中,condition_stats:红页L1HF:31:加砂中:施工泵压:mean,no
1594,施工情况 加砂中,施工特征,施工泵压方差: 6.5054,E1588,E1595,condition:红页L1HF:31:加砂中,condition_stats:红页L1HF:31:加砂中:施工泵压:var,no
1595,施工情况 加砂中,发生工况,工况 缝内暂堵,E1588,E1596,condition:红页L1HF:31:加砂中,worktype:红页L1HF:31:加砂中:缝内暂堵,no
1596,工况 缝内暂堵,开始时间,工况时间 2024-01-20 09:20:30,E1596,E1597,worktype:红页L1HF:31:加砂中:缝内暂堵,worktype_time:红页L1HF:31:加砂中:缝内暂堵,no
1597,工况 缝内暂堵,施工特征,砂比平均值: 9.5393,E1596,E1598,worktype:红页L1HF:31:加砂中:缝内暂堵,worktype_stats:红页L1HF:31:加砂中:缝内暂堵:砂比:mean,no
1598,工况 缝内暂堵,施工特征,砂比方差: 4.0345,E1596,E1599,worktype:红页L1HF:31:加砂中:缝内暂堵,worktype_stats:红页L1HF:31:加砂中:缝内暂堵:砂比:var,no
1599,工况 缝内暂堵,施工特征,排量平均值: 24.0526,E1596,E1600,worktype:红页L1HF:31:加砂中:缝内暂堵,worktype_stats:红页L1HF:31:加砂中:缝内暂堵:排量:mean,no
1600,工况 缝内暂堵,施工特征,排量方差: 0.0,E1596,E1601,worktype:红页L1HF:31:加砂中:缝内暂堵,worktype_stats:红页L1HF:31:加砂中:缝内暂堵:排量:var,no
1601,工况 缝内暂堵,施工特征,施工泵压平均值: 62.9935,E1596,E1602,worktype:红页L1HF:31:加砂中:缝内暂堵,worktype_stats:红页L1HF:31:加砂中:缝内暂堵:施工泵压:mean,no
1602,工况 缝内暂堵,施工特征,施工泵压方差: 1.3719,E1596,E1603,worktype:红页L1HF:31:加砂中:缝内暂堵,worktype_stats:红页L1HF:31:加砂中:缝内暂堵:施工泵压:var,no
1603,工况 缝内暂堵,处置建议,当前建议: 无建议,E1596,E1604,worktype:红页L1HF:31:加砂中:缝内暂堵,suggestion:红页L1HF:31:加砂中:缝内暂堵,no
1604,施工情况 加砂中,发生工况,工况 缝口暂堵,E1588,E1605,condition:红页L1HF:31:加砂中,worktype:红页L1HF:31:加砂中:缝口暂堵,no
1605,工况 缝口暂堵,开始时间,工况时间 2024-01-20 09:43:40,E1605,E1606,worktype:红页L1HF:31:加砂中:缝口暂堵,worktype_time:红页L1HF:31:加砂中:缝口暂堵,no
1606,工况 缝口暂堵,施工特征,砂比平均值: 10.2464,E1605,E1607,worktype:红页L1HF:31:加砂中:缝口暂堵,worktype_stats:红页L1HF:31:加砂中:缝口暂堵:砂比:mean,no
1607,工况 缝口暂堵,施工特征,砂比方差: 5.5111,E1605,E1608,worktype:红页L1HF:31:加砂中:缝口暂堵,worktype_stats:红页L1HF:31:加砂中:缝口暂堵:砂比:var,no
1608,工况 缝口暂堵,施工特征,排量平均值: 20.6064,E1605,E1609,worktype:红页L1HF:31:加砂中:缝口暂堵,worktype_stats:红页L1HF:31:加砂中:缝口暂堵:排量:mean,no
1609,工况 缝口暂堵,施工特征,排量方差: 12.8822,E1605,E1610,worktype:红页L1HF:31:加砂中:缝口暂堵,worktype_stats:红页L1HF:31:加砂中:缝口暂堵:排量:var,no
1610,工况 缝口暂堵,施工特征,施工泵压平均值: 60.3373,E1605,E1611,worktype:红页L1HF:31:加砂中:缝口暂堵,worktype_stats:红页L1HF:31:加砂中:缝口暂堵:施工泵压:mean,no
1611,工况 缝口暂堵,施工特征,施工泵压方差: 14.1421,E1605,E1612,worktype:红页L1HF:31:加砂中:缝口暂堵,worktype_stats:红页L1HF:31:加砂中:缝口暂堵:施工泵压:var,no
1612,工况 缝口暂堵,处置建议,当前建议: 无建议,E1605,E1613,worktype:红页L1HF:31:加砂中:缝口暂堵,suggestion:红页L1HF:31:加砂中:缝口暂堵,no
1613,施工情况 加砂中,发生工况,工况 主缝延伸,E1588,E1614,condition:红页L1HF:31:加砂中,worktype:红页L1HF:31:加砂中:主缝延伸,no
1614,工况 主缝延伸,开始时间,工况时间 2024-01-20 10:12:40,E1614,E1615,worktype:红页L1HF:31:加砂中:主缝延伸,worktype_time:红页L1HF:31:加砂中:主缝延伸,no
1615,工况 主缝延伸,施工特征,砂比平均值: 11.0294,E1614,E1616,worktype:红页L1HF:31:加砂中:主缝延伸,worktype_stats:红页L1HF:31:加砂中:主缝延伸:砂比:mean,no
1616,工况 主缝延伸,施工特征,砂比方差: 5.4515,E1614,E1617,worktype:红页L1HF:31:加砂中:主缝延伸,worktype_stats:红页L1HF:31:加砂中:主缝延伸:砂比:var,no
1617,工况 主缝延伸,施工特征,排量平均值: 24.05,E1614,E1618,worktype:红页L1HF:31:加砂中:主缝延伸,worktype_stats:红页L1HF:31:加砂中:主缝延伸:排量:mean,no
1618,工况 主缝延伸,施工特征,排量方差: 0.0,E1614,E1619,worktype:红页L1HF:31:加砂中:主缝延伸,worktype_stats:红页L1HF:31:加砂中:主缝延伸:排量:var,no
1619,工况 主缝延伸,施工特征,施工泵压平均值: 65.3208,E1614,E1620,worktype:红页L1HF:31:加砂中:主缝延伸,worktype_stats:红页L1HF:31:加砂中:主缝延伸:施工泵压:mean,no
1620,工况 主缝延伸,施工特征,施工泵压方差: 0.2815,E1614,E1621,worktype:红页L1HF:31:加砂中:主缝延伸,worktype_stats:红页L1HF:31:加砂中:主缝延伸:施工泵压:var,no
1621,工况 主缝延伸,处置建议,当前建议: 保持当前措施,E1614,E1622,worktype:红页L1HF:31:加砂中:主缝延伸,suggestion:红页L1HF:31:加砂中:主缝延伸,no
1622,段号 31,包含施工阶段,施工情况 加砂后,E1572,E1623,segment:红页L1HF:31,condition:红页L1HF:31:加砂后,no
1623,施工情况 加砂后,开始时间,施工时间 2024-01-20 10:29:50,E1623,E1624,condition:红页L1HF:31:加砂后,condition_time:红页L1HF:31:加砂后,no
1624,施工情况 加砂后,施工特征,砂比平均值: 无数据,E1623,E1625,condition:红页L1HF:31:加砂后,condition_stats:红页L1HF:31:加砂后:砂比:mean,no
1625,施工情况 加砂后,施工特征,砂比方差: 无数据,E1623,E1626,condition:红页L1HF:31:加砂后,condition_stats:红页L1HF:31:加砂后:砂比:var,no
1626,施工情况 加砂后,施工特征,排量平均值: 1.8878,E1623,E1627,condition:红页L1HF:31:加砂后,condition_stats:红页L1HF:31:加砂后:排量:mean,no
1627,施工情况 加砂后,施工特征,排量方差: 39.489,E1623,E1628,condition:红页L1HF:31:加砂后,condition_stats:红页L1HF:31:加砂后:排量:var,no
1628,施工情况 加砂后,施工特征,施工泵压平均值: 41.7269,E1623,E1629,condition:红页L1HF:31:加砂后,condition_stats:红页L1HF:31:加砂后:施工泵压:mean,no
1629,施工情况 加砂后,施工特征,施工泵压方差: 55.3165,E1623,E1630,condition:红页L1HF:31:加砂后,condition_stats:红页L1HF:31:加砂后:施工泵压:var,no
1630,施工情况 加砂后,发生工况,工况 主缝延伸,E1623,E1631,condition:红页L1HF:31:加砂后,worktype:红页L1HF:31:加砂后:主缝延伸,no
1631,工况 主缝延伸,开始时间,工况时间 2024-01-20 10:29:50,E1631,E1632,worktype:红页L1HF:31:加砂后:主缝延伸,worktype_time:红页L1HF:31:加砂后:主缝延伸,no
1632,工况 主缝延伸,施工特征,砂比平均值: 无数据,E1631,E1633,worktype:红页L1HF:31:加砂后:主缝延伸,worktype_stats:红页L1HF:31:加砂后:主缝延伸:砂比:mean,no
1633,工况 主缝延伸,施工特征,砂比方差: 无数据,E1631,E1634,worktype:红页L1HF:31:加砂后:主缝延伸,worktype_stats:红页L1HF:31:加砂后:主缝延伸:砂比:var,no
1634,工况 主缝延伸,施工特征,排量平均值: 24.05,E1631,E1635,worktype:红页L1HF:31:加砂后:主缝延伸,worktype_stats:红页L1HF:31:加砂后:主缝延伸:排量:mean,no
1635,工况 主缝延伸,施工特征,排量方差: 0.0,E1631,E1636,worktype:红页L1HF:31:加砂后:主缝延伸,worktype_stats:红页L1HF:31:加砂后:主缝延伸:排量:var,no
1636,工况 主缝延伸,施工特征,施工泵压平均值: 63.95,E1631,E1637,worktype:红页L1HF:31:加砂后:主缝延伸,worktype_stats:红页L1HF:31:加砂后:主缝延伸:施工泵压:mean,no
1637,工况 主缝延伸,施工特征,施工泵压方差: 0.0,E1631,E1638,worktype:红页L1HF:31:加砂后:主缝延伸,worktype_stats:红页L1HF:31:加砂后:主缝延伸:施工泵压:var,no
1638,工况 主缝延伸,处置建议,当前建议: 保持当前措施,E1631,E1639,worktype:红页L1HF:31:加砂后:主缝延伸,suggestion:红页L1HF:31:加砂后:主缝延伸,no
1639,井号 红页L1HF,包含段,段号 32,E0001,E1640,well:红页L1HF,segment:红页L1HF:32,no
1640,段号 32,开始时间,段号时间 2024-01-20 14:31:20,E1640,E1641,segment:红页L1HF:32,segment_time:红页L1HF:32,no
1641,段号 32,施工特征,砂比平均值: 9.6611,E1640,E1642,segment:红页L1HF:32,segment_stats:红页L1HF:32:砂比:mean,no
1642,段号 32,施工特征,砂比方差: 6.3078,E1640,E1643,segment:红页L1HF:32,segment_stats:红页L1HF:32:砂比:var,no
1643,段号 32,施工特征,排量平均值: 15.6138,E1640,E1644,segment:红页L1HF:32,segment_stats:红页L1HF:32:排量:mean,no
1644,段号 32,施工特征,排量方差: 114.739,E1640,E1645,segment:红页L1HF:32,segment_stats:红页L1HF:32:排量:var,no
1645,段号 32,施工特征,施工泵压平均值: 57.9914,E1640,E1646,segment:红页L1HF:32,segment_stats:红页L1HF:32:施工泵压:mean,no
